content,Pays,Provenance
"Le jeu est addictif car il est fait pour l’être. (Loin d’un aspect narratif ou comique, que nous pouvons trouver sur les jeux Pokemon de console « c’est pas vraiment le but »). 
ce jeux est une version très simplifiée faite pour divertir sans vraiment un fond construit derrière + concept gacha (similaire à des jeux d’argent), 
Mon avis est que ce jeu est utile pour se divertir sur de très courte durée mais n’investissez pas (du temps/argent) dedans sauf si votre but est de frimer
De plus le jeux est littéralement un jeu de hasard pour beaucoup car il n’est pas vraiment réputé pour ses combats

pensée basée uniquement sur mon ressenti et de ce que j’ai pu observer du jeu…
nous pouvons observer que le tutoriel n’est pas vraiment random et nous obtenons un minimum de cartes « rares » mais mon questionnement est est ce que ce jeu possède un fonctionnement entièrement aléatoire ou dépendant d’un facteur (x)

Le point positif est que vous pouvez mettre autant d’argent que vous pouvez 
« les combats sont plus où moins les mêmes et la seule chose qui change est le skin des cartes »",fr,Apple Store
"jeux au top, quel plaisir de retomber en enfance !
il serait top d’ajouter l’option pour échanger les cartes entre nos amis ainsi qu’un mode sombre dans les menus lol ! Car quand tu joues le soir ça pique ! Mais à part ça le jeu est vraiment top, il y a quelques petits bugs mais je vais pas cracher dessus car le jeu est sorti il y a quelques semaines",fr,Apple Store
"Le jeu est très bon mais je tiens à noter que certaines cartes sont vraiment invraisemblablement fortes car pas de faiblesses ou autre, et SURTOUT le système de pièces à lancer pour tomber sur pile/face est vraiment très peu amusant car beaucoup trop présent. 

Je pense notamment aux cartes pokemons qui font littéralement 0 de dégâts si on tombe pas sur face une fois…le laisser pour les cartes apportant de l’énergie est top, mais pas pour attaquer, cela rend le jeu ennuyant, très frustrant et totalement basé sur de la chance, c’est dommage. 

Je note aussi quelques bugs qui ralentissent beaucoup le jeu notamment sur l’écran d’accueil. 

En dehors de ces petits soucis, qui pour moi, gênent quelque peu l’expérience de jeu, il reste globalement très bon et appréciable à jouer !",fr,Apple Store
"On veut plus que 15 decks, trier les cartes dans sa main, trier les decks également. Mais sinon c’est une folie.",fr,Apple Store
Ce jeu est de loin un des meilleurs jeu Pokémon sur mobile j’attend avec impatience le système d’échange et j’espère que dans le futur vous ajouterais des boosters d’autre collections alors le jeu sera dans mon top 1 pour l’instant on le met top 2,fr,Apple Store
"Un jeu magnifique que beaucoup de personne vous recommanderont, le jeu du moment, mais malheureusement manque de nouveautés le jeu ce finit très vite et ont fait vite le tour des cartes j’espère que des nouveautés dans de future mis à jour sont prévues

Merci d’un potentiel retour de votre part",fr,Apple Store
"Je trouve le jeu incroyable dans tous ses concepts, seulement je trouve que ça manque de défi pour les tryharders pour avoir + de sabliers booster ou autres. Une fois tous les combats solo finis y’a plus grand chose.
C’est les points à améliorer",fr,Apple Store
Je mets juste cette avis pour dire que le jeu manque d’un mode sombre parce que le blanc explose les yeux. Sinon parfait mais attention de ne pas tomber dans l’addiction des boosters 😉,fr,Apple Store
"Bonjour, ça serait vraiment génial si on pouvait mettre le jeu en mode portrait car laissez l’iPad droit est très contraignant",fr,Apple Store
Le jeu est bien mais ma batterie passe de 40% à 10% en 2 secondes aussi le jeu a tendance à crash ou a galérer a ce lancé,fr,Apple Store
Le jeu est une master classe vrmt j’attend juste plus de pack et de carte et moin de temps d’attente pcq 11h c treees long,fr,Apple Store
"C’est un très beau jeu dans l’ensemble, mais il faut attendre 12 heures pour avoir un booster ce qui est fort dommage serait aurait été mieux de le mettre à 1h d’attente mais ou sinon super jeu, je ne regrette pas de l’avoir attendu",fr,Apple Store
"Le jeu est vraiment bien pensé, mais le matchmaking esh HORRIBLE.
On tombe contre des lvl 30 avec des cartes de fous alors qu’on est lvl 13…
Et il faudrait aussi rajouter plus de missions et un meilleur système pour les missions quotidiennes parce qu’elles sont bouclées en 5min et elles ont pas grand intérêt.",fr,Apple Store
"Le jeu est bien mais est améliorable sur bcp de points 
-Le pass Or est juste nul pour le prix, pas assez de récompense supplémentaire pour le prix, très radin. Seulement un booster par jour supplémentaire, 2 serai le minimum 
-Manque d’un mode ranked pour donner un vrai aspect compétitif au jeu
-Manque de clan, pour pouvoir échanger avec des membres d’un clan se combattre et rajouter un aspect communautaire supplémentaire au jeu 
-Manque d’objectif, y’en a peu et les récompenses sont maigre encore une fois 

voilà sinon c’est cool les cartes sont belle, c’est le début j’espère bcp de réactivité et de nouveauté sur le jeu sinon on risque de vite s’ennuyer",fr,Apple Store
"J’aimerais pouvoir donner un avis construit et détaillant tout le positif et négatif autour de ce jeux génial qu’est les cartes à jouer Pokémon, malheureusement il m’est impossible de démarrer l’application; je suis sous iOS 18.1 (iPhone 13) et lorsque j’appuie sûr l’app’ celle-ci se referme aussitôt sans que je ne puisse faire quoique se soit, je l’ai supprimer et réinstaller rien n’y fait. 

Moi qui attendais depuis plusieurs semaine d’ouvrir mes deux booster .. me voilé un peu déconcerté 

Dès qu’une mise à jour pourra me permettre de lancer l’application je changerais ma note

Bon courage et bon jeux à toutes et à tous",fr,Apple Store
"Pourquoi 2 étoiles :

Un jeu qui a beaucoup d’amélioration importante à faire :
- FTK : déjà faut supprimer ondine au premier tour ( désolé mais pour 15XP ce faire FTK par ondine et artikodin EX au premier tour sa vaut pas le coup )
- la mécanique de pile ou face détruit tous tryhard.( ex : élector/kangourex/etc …)
- le pvp est trop négligé hors mis le petit évent pour gagner un badge ( aucune récompense d’ouverture de booster pour les joueurs qui on eu les 45 victoires )
A par les 15 petits XP qui n’incite pas les joueur à PVP alors que ouvrir un booster en offre 25 XP ( ce qui incite à mettre la CB pour lvlUP )
- si tu paye pas ta pas de carte c’est tout . 2 booster par jour sa évite de compléter la collection trop vite serte, mais ducoup être actif sur le jeu est inutile.
- les évent son trop cours ! Bien qu’il soient intéressant il faut sois rajouter des récompenses sur la durée sois faire en sortent que l’activité IG sois récompensée.
- les taux de drop : perso, après avoir ouvert pas mal de booster comme un f2p lambda un peut de résultat sera pas de refus.
( économiser pendant 1 mois en finissant tous les évents pour avoir 120 sablier booster et drop 1 tortank 4 losanges en 10 boosters est inadmissible) 

Conclusion :
 le jeu se résume à ce connecter 1 fois par jour ouvrir les 2 boosters gratuit faire 1 pioche miracle et fermer l’application . Pas de quoi motiver…",fr,Apple Store
Un jeux parfait plus abordable que sur pc manque juste un mode histoire solo contre tous les dresseurs,fr,Apple Store
"Merci d’avoir sorti le jeu Pokémon dans son plus simple appareil. 

C’est exceptionnel des mécaniques de jeu aux défis. 

Dommage d’avoir mis un abonnement inutilement onéreux",fr,Apple Store
Je viens juste de commencer que je trouve déjà ce jeux incroyable. Un peut trop d’achat in game selon moi mais sinon il est parfait en sachant qu’il est sortie aujourd’hui et encore je n’ai même pas tester les combat bref ce jeux est GÉNIAL !,fr,Apple Store
"Le jeu est incroyable et à tout pour lui, beaucoup d’autre le détaillent bien mieux que moi
Par contre, la progression est à mon avis beaucoup trop négligée. 
En jouant bien, en deux jours, GRAND maximum, vous avez complétés les defis, meme ceux considérés comme difficiles, le mode solo est assez simple si vous avez un deck correct, on ne gagne plus rien à part de l’xp une fois completé, pareil en ligne, et qui est dérisoire.
On gagne 3 malheureux savlier booster par jour en quêtes journalières, sachant qu’il vous faut 12 pour ouvrir un booster pas entamé par le temps(4jours/booster faut pas abuser)
On se retrouve à ouvrir nos 2-3 booster jours, deux trois combats en ligne pour les plus courageux, pour 15xp, et on ferme l’appli à demain.
Si il y a bien un truc à améliorer pour moi c’est bien ce point, je suis conscient qu’il s’agit d’un gatcha et qu’il faut faire des sous, mais faut doser",fr,Apple Store
"Après avoir eu le bug de iOS 18.1 qui m’empêchait de lancer le jeu, les développeurs ont était très rapide et corrigé le bug en 3 jours. Après l’avoir tester pendant quelque heure le jeux est plutôt cool avec la possibilité d’ouvrir pas mal de booster au début.",fr,Apple Store
"Tres bon jeu, parties pas trop longues contrairement a l’autre jeu Pokémon JCC, j’attends juste plus de boosters ainsi que les échanges, et aussi pourquoi pas le système de qr code avec les boosters qu’on achete dans la vraie vie",fr,Apple Store
Bonjour le jeux est très bien avec pleins de cartes variées au début du jeux avec de la chance on peut avoir des cartes incroyable avec le lot de 10 paquets mais petits à petit les quêtes ce font rare et les combats contre les bots ce font rare aussi (les paquets sont chiant à avoir) le jeux est totalement pays to win .,fr,Apple Store
Votre jeux est bien mais je crois qu’il est un problème avec pile ou face car je tombe trop peu sur face alors que pile cela m’arrive tout le temps normalement 1 chance sur 2 mais là c’est 1 chance sur 7 d’avoir face je l’ai causer avec mes parti bien surtout avec ondine ou la chance de tomber sur face est de 1 chance sur 9,fr,Apple Store
"J’adore ce jeu, mais le rajout si possible d’un widget permettant de voir le temp restant avant le prochains booster serait graaaaaaave pratique et agréable",fr,Apple Store
Pourrait être un jeu incroyable mais malheureusement avec la mode TikTok deck Meta tout le monde joue avec le même deck (Gardevoir Mewtwo ex) l’impression de jouer contre un ordinateur qui a le même deck a l’infini. Les gens ne jouent plus par plaisir mais comme on leur dit de faire. ( une dizaine de partie à la suite contre des joueurs différents ayant le même deck) J’ai plus qu’à jouer avec ce deck jusqu’au prochain deck meta de la prochaine Extension. Tant de cartes qui ne servent à rien c’est dommage. Sinon jeu incroyable avec plein de potentiel et pas obligé de payer pour tomber sur des bonnes cartes 🥹,fr,Apple Store
